maintenance_id,date_logged,vehicle_id,fault_type,severity,days_from_first_signal_to_detection,downtime_hours,cost_gbp
M02162,2026-04-29,V0096,BatteryDegradation,Low,11,3,451
M02163,2026-04-29,V0077,BodyDamage,High,4,24,1537
M02164,2026-04-29,V0213,BatteryDegradation,High,1,24,1275
M02165,2026-04-29,V0154,BrakeIssue,Low,12,4,387
M02166,2026-04-29,V0182,BrakeIssue,Medium,5,11,624
M02167,2026-04-29,V0259,SensorMalfunction,Medium,4,8,702
M02168,2026-04-29,V0146,EngineFault,Critical,4,72,3649
M02169,2026-04-29,V0388,TyreWear,Medium,4,11,454
M02170,2026-04-29,V0092,BatteryDegradation,Low,11,5,317
M02171,2026-04-29,V0307,BatteryDegradation,Critical,3,74,3860
M02172,2026-04-29,V0277,BrakeIssue,High,3,27,1383
M02173,2026-04-29,V0256,EngineFault,Medium,13,8,455
M02174,2026-04-29,V0350,EngineFault,Medium,11,10,421
M02175,2026-04-29,V0182,BatteryDegradation,Medium,5,9,648
M02176,2026-04-30,V0003,SensorMalfunction,Medium,6,12,373
M02177,2026-04-30,V0201,BodyDamage,Critical,4,77,3696
M02178,2026-04-30,V0150,BatteryDegradation,Low,11,5,404
M02179,2026-04-30,V0225,EngineFault,Medium,7,10,487
M02180,2026-04-30,V0149,EngineFault,Low,9,3,405
M02181,2026-04-30,V0237,BatteryDegradation,High,4,25,1537
M02182,2026-04-30,V0315,BodyDamage,Critical,2,72,3756
M02183,2026-04-30,V0173,EngineFault,High,1,27,1287
M02184,2026-04-30,V0358,BodyDamage,Critical,3,76,3865
M02185,2026-04-30,V0080,EngineFault,Critical,2,72,3760
M02186,2026-04-30,V0011,SensorMalfunction,Medium,5,8,661
M02187,2026-04-30,V0131,SensorMalfunction,Medium,7,13,629
M02188,2026-04-30,V0375,SensorMalfunction,Low,3,2,409
M02189,2026-04-30,V0235,EngineFault,Low,7,4,150
M02190,2026-04-30,V0338,BrakeIssue,High,4,25,1203
M02191,2026-04-30,V0267,BatteryDegradation,Low,7,5,355
M02192,2026-04-30,V0090,TyreWear,Low,13,6,445
M02193,2026-04-30,V0177,BrakeIssue,Critical,3,73,3692
M02194,2026-04-30,V0005,BodyDamage,Medium,8,9,706
M02195,2026-04-30,V0016,BrakeIssue,Low,10,4,407
M02196,2026-04-30,V0148,BodyDamage,Medium,5,11,734
M02197,2026-04-30,V0196,TyreWear,Medium,10,8,581
M02198,2026-05-01,V0122,BatteryDegradation,Low,10,7,208
M02199,2026-05-01,V0165,BodyDamage,Critical,1,77,3722
M02200,2026-05-01,V0352,BatteryDegradation,High,3,24,1209
M02201,2026-05-01,V0136,EngineFault,Low,8,2,446
M02202,2026-05-01,V0130,BrakeIssue,Low,9,4,156
M02203,2026-05-01,V0298,EngineFault,Medium,12,12,616
M02204,2026-05-01,V0324,BrakeIssue,Critical,3,76,3541
M02205,2026-05-01,V0055,BatteryDegradation,Medium,9,11,413
M02206,2026-05-01,V0395,BatteryDegradation,Low,17,2,271
M02207,2026-05-01,V0353,BrakeIssue,Medium,11,13,425
M02208,2026-05-01,V0083,BatteryDegradation,Medium,5,9,640
M02209,2026-05-01,V0274,SensorMalfunction,Medium,5,10,709
M02210,2026-05-01,V0035,BodyDamage,Medium,3,9,551
M02211,2026-05-01,V0391,BatteryDegradation,Low,3,7,162
M02212,2026-05-01,V0302,BodyDamage,Medium,8,8,668
M02213,2026-05-01,V0105,TyreWear,Medium,7,12,435
M02214,2026-05-01,V0333,BrakeIssue,Medium,5,11,434
M02215,2026-05-01,V0388,TyreWear,Medium,8,9,702
M02216,2026-05-01,V0250,BatteryDegradation,Low,6,4,155
M02217,2026-05-01,V0348,BatteryDegradation,Low,8,5,276
M02218,2026-05-01,V0246,BrakeIssue,Medium,9,13,552
